name1,name2,is_match
sanga reddy,sangi reddy,1
lalitha h d,lalitha hs,0
mahesh b h,hanbal b mahesh,1
masood s yusuf,s m yusuf,1
bharathi p r,priya bharathi,1
satish d,satish kumar d,1
sheetal raj m,shetal raj,1
siddhalingesh n hiremath,siddalingesh hiremath,1
ateeq ahmed,ateek ahmed,1
dwivedi sunil,s dwivedi,1
sindhu k s,s k singh,1
vineeta yadav,vineet k yadav,1
sinath k s,s k singh,1
annu singh,anna singh,1
ramesh kumar gupta d,r d gupta,1
ali mehdi,a mehdi,1
chaitra kulkarni,chitra s kulkarni,1
sunita s k,sunita s kamdar,1
g bharati,gauri bharati,1
satish d a,satish d ashtekar,1
sushma a m,sushma m athani,1
shankar k,shankar khade,1
suhan ahmad najeeb,s najeeb ahmed,1
satish p m,satish p mendhe,1
girish b v,girish v bobade,1
rashmi b patil,rashmi patel,1
govardhan g m,m govardhani,1
p spandana,spandana patha,1
bharath s,sai bharath,1
vijay harish s,vijay j s harsha,1
someshwar marla,someshwar m,1
manjula devi m,m manga devi,1
ravi sekhar reddy c,ravi shekar reddy,1
nahla latheef,latheef,1
p pavan kalyan,pawan kalyan,1
sridhar m n,m sridhar naidu,1
r aravind,aravind ram,1
rao savitha s,sarita s rao,1
sohayl khan,sohail khan,1
fairuza abdu nazir,fairuza a nazir,1
swaminthan s,m s swaminathan,1
ravi jain,v r jain,1
laxmipathi,laxmipathy,1
rajashekara t s,t s rajshekhar,1
amitha h s,amitha ha,0
satish babu v k,babu k s v,1
parvathy k anil,parvathi anil,1
anita kumari,r anitha kumari,1
salman,salma,1
vishal kumar h n,vishal k h,1
ambika v,ambika vijay,1
kantha raju k p,raj p kantha,1
baby b,b babu,1
ganesh j,jai ganesh,1
anand l,lata anand,1
lathasri a,lathaasri,1
ramesh s k,s ramesh kumar,1
thimmaiah s,sachin thimmaiah,1
sandeep b rai,b r sandeep,1
brunda b,brinda b,1
hymavathy,hymavathi,1
sunil h,kumar h sunil,1
dakshayini m b,m dakshayine b,1
ramesh kumar r n,r n ramesh,1
rafeeq a k,rafeeq a khan,1
neelkanta c s,s neelakanta,1
vinayak p s,vinayak s pattar,1
nagendra a,anil nagendra,1
guruprasad b,guruprasad bhat,1
harsh tyagi,harish tyagi,1
satyanarayana m r,satyanarayana mysore,1
ramadeva k p,k ramadev,1
baliga meera,m r baliga,1
annapoorneshwari r,annaporneshwari,1
chetana b s,chetan babu s,1
hemalata a patil,hemalatha patil,1
gowri shankar swamy l g,gowrishankar swamy,1
sweta gupta,swetha guptha,1
alok shetty k,k a shetty,1
sandhya b s,b s sandya,1
taher ahmed,tahir ahmed,1
rajashekhara k t,k t rajasekar,1
sulochana v,sulochana velu,1
sabanna,sabana,1
jayaprakash c r,jayaprakash cs,1
pramod chandra k s,pramod s chinder,1
revathi v,revathy v,1
swaroop s,swroop swaroop,1
aysha shariff,ayesha sharieff,1
sharada n k,sharada n kamath,1
jyotsna rayannavar,j k rayannavar,1
manu m a,m a matin,1
sobha v,v shobha,1
smitha g a,a g smita,1
praveen g,g praveen kumar,1
geeta g patil,geetha patil,1
tasaduq hussain h,h t hussain,1
kusuma v,kusuma vijay,1
manasa r,manas rd,1
riyaz ahmed,riyaz ahmad,1
syam raj s,shammi s raj,1
vidhyadhar v,v m vidyadhar,1
chetan ballal,balal chethan,1
lavanya b,lavanya bonny,1
das popi,popy das,1
shashikala k n,shashikala karanth,1
seema k tiwari,s k tiwari,1
vasudeva prabhu m,vasudev prabhu,1
bhavya c,bhavya chipre,1
obula reddy b,obul reddy,1
raghunandan c n,raghunandan chunduri,1
devi s,sri devi,1
haritha r,haritha rao,1
lakshmi s subedar,lakshmi subedhar,1
purushotham r,ramya purushotham,1
yogeesh h r,h r yogesh,1
sai dinesh k,k s dinesh,1
girish n m,kumar m n girish,1
pammasini m p,m p padmasini,1
chandrashekar m,manjula chandrashekar,1
preeti shetty,preeth b shetty,1
wajid m a,a majid,1
prathik b h,prathik hb,1
ragu,raghu,1
prashanth y s,sowmya prashanth,1
balaraju d n,d n balraj,1
srinivas k n,srinivas kunku,1
sumayya khanum s,summayya khanum,1
venkatesh t k,venkatesh katta,1
pavan k v,vinay pavan kumar k,1
purushotham l,puroshotham,1
parvathi v s,v s parvathy,1
suresh v s,v s suresh kumar,1
zainab a,aliya zainab,1
anil h shetty,a h shetty,1
vishaya v,v vismaya,1
latha b,bn latha,1
geetha m k,geetha kamal,1
nagaendra hebbar m,hebbar m nagendra,1
c mahesh,mahesh cm,1
akila r,r akhila,1
khaled,khalid,1
sahan kumar shetty k,s k shetty,1
vidyadhara s,vidyadhar,1
suzi jacklin m a,suzi jacklin munuswamy,1
harshith r,harshith rao,1
rashmi r shetty,rashmi rani shetty,1
sandeep r sharma,sandeep sharma reddy,1
vijayalakshmi s,vijayalakshmi sujay,1
sathish kumar k m,km sathish,1
patil nirmala chandrashekhar,nirmala chandrashekar,1
shanthakumar s,c s shanthkumar,1
shrinidhi p,shrinidhi prasad,1
naveen kumar m,m naveen,1
vinod kumar b m,m vinod,1
nischal s,nishchal,1
akriti,aakriti,1
prakash gowda r,prakash gouda,1
anita jadhav,anitha jadav,1
rajdeepak v s,rajdeepak vs,1
devaraj b d,devraj d,1
balachandra kumar v c,k v balachandra,1
nivedita swamy,niveditha alok swamy,1
rajavardhan r,rajavardhan raj,1
rajesh m a,rajesh m appaji,1
rajasekhar s,sneha rajashekhar,1
vishwanath n,vishwanath naik,1
anila harilal,harilal a,1
ramya v raghavan,ramya raghvan,1
rashmi manjunath,reshmi manjunath,1
viswa abhishek n,abhishek viswas,1
mahesh s biradar,s m biradar,1
lakshmi k swamy,kumara swamy lakshmi,1
sasi kumar reddy k,reddy s k,1
chauhan sunil kumar k,s k chauhan,1
seema mushtaq,s mushtaq,1
sindhu p s,singh s p,1
sridevi m,sredevi m,1
kumar s vashist,sunil kumar vashist,1
pai vidya narasimha,vidhya narasimhan,1
prasanna b k,b prasanna kashyap,1
govind mittal s,govind suresh mittal,1
revathi m,revathi madan,1
b sujay,sujay belugod,1
nagesh s a,nagesh s adiga,1
girija r,girija rao,1
merriyet m b,merryet m b,1
pruthviraj gowda n r,prithviraj gowda,1
lokanatha d,lokanath,1
pramod k,pramod kumaar,1
yumjon padu,yumjom padu,1
yamuna,yammuna,1
deshpande d v,deepa deshpande,1
sri nithya,nithya s,1
rakesh r k,rakesh kolar,1
sreenath m s,sreenath s manikanti,1
uday ganesh chandraghatigi,uday g chandraghatgi,1
malatesha g,malatesh n g,1
prathiba r,prathiba rani,1
nagraju s,s nagraj,1
seema patil,semma patil,1
shashikala n v,sheshikala v,1
anurada s,anuradha sr,1
suresh h b,hegde b suresh,1
jayashankara b,jayashankar bv,1
mohan c b,mohan bv,1
shanbhag pramod govind,pramod g shanbhag,1
h r shobha,shobha herle,1
d trupti,trupti dixit,1
rathna v,g v rathnam,1
girish r,girish rao,1
k nagaraj,nagaraju kr,1
praveen balaji s,praveena balaji,1
dinakar v,vijaya dinakar,1
indiresh h a,indiresha hn,1
v s lakshmi madhavi,lakshmi madhav,1
suhas m s,m s sudha,1
girish c,chetna girish,1
anuj chaudhary,a k chaudhary,1
tharun kumar s,tharun s k,1
keerthi g r,ravi keerthi g,1
nakul r,raj nakhul,1
sangamesh r t,sanghamesh r,1
sowmya j,j sowmya kumar,1
prashant kumar shetty,prashanth shetty,1
srikanth u,uma shrikanth,1
hemalatha s,hemalatha seshan,1
ananth b m,m anantha bhat,1
satish kumar n,satish n,1
srinivasa murthy n,srinivas murthy,1
pradeep b,b pradeep kumar,1
lingaraju m,lingaraju mulage,1
subramanya a h,subramaniya achar,1
awassthy umakant,umakanth awasthy,1
geeta k,geeta kale,1
gupta preeti,preeti guptha,1
eshwari k,eswari k p,1
srinivasa murthy t,t g srinivas murthy,1
prasad g bhat,g p bhat,1
girisha s,s girish,1
bhanu prakash c r,bhanu prakash raj,1
sudha b benkatti,sudha benakatti,1
naveenkumar g,a g naveenkumari,1
devraja k n,k n devaraj,1
latha pai k,k p latha,1
satish kumar km,k satish,1
shantha lakshmi s,s sathya lakshmi,1
basiyam g,g bashyam,1
jayshree ranaganath,jayashree ranganath,1
thrushuli p b,p b thrishuli,1
ms rajni,rajini,1
arpita guha mojumder,guha majumder arpitha,1
vijayananda k,k p vijayanand,1
uthamanand c,uttamanand,1
patil madhu,madhu patel,1
sharath keerthy r,sharath keerthi,1
balaji singh k,balaji sing,1
narayana v,j v narayan,1
sudharshana murthy ka,k a sudharshana murthy,1
keshavamurthy s r,rashmi keshavamurthy,1
soumya ghosh,sowmya n ghosh,1
charan s,sri charan,1
s naveen,naveen sb,1
kushvanth k n,kushvanth kolibailu,1
jnanamani m n,nanaiah m jnanamani,1
gaurav aiyappa k c,gaurav aiyappa kembadathanda,1
hema m k,k m heena,1
meena v bhaskar,veena bhaskar,1
rajshekar s,rajshekar swamy,1
s d kempe gowda,gowda s d kempa,1
p mukunda,mukund p,1
nischitha r,nishchitha a r,1
kumar swamy b,swamy,1
arpana a g,asranna a g,1
chandre gowda c v,chandru v gowda,1
shashikala r s,shashikala ramesh,1
ramaprasad k r,ramjuprasad k r,1
praveen kumar k s,k s praveen,1
shubha dwarak,shuba dwarak dr,1
shivaparakash k v,v shivaprakash,1
vijaitha p,vijitha,1
vinny m varghese,vinay varghese mathai,1
chinnaiah,chennaiah,1
manjunatha babu r,manjunath babu,1
suresh kumar s m,s m suresh,1
nagaraj b t,nagraju b t,1
lavanya b c,bindu lavanya c g,1
suma b,uma b s,1
preetham m n,preetham manoli,1
sridhara s k,s k sridar,1
shrirang d,shrirang dange,1
udaya shankar b s,uday shankar babu,1
veshalakshi b a,vishalakshi b a,1
kumar mrinal,mrinal,1
bhavani shankara b,bhavani shankar,1
koushik s r,kaushik s r,1
narasimha sharma k,narsimha sharma kanavu,1
sridevi v,sridevi vikram,1
suraj baliga b,b s baliga,1
keshava chandra thejaswi y s,keshava chandra tejaswi,1
yathish k,k yathish kumar,1
deepthi d s,deepthi d souza,1
madhav h hande,h m hande,1
vivekanad b m,m vivekanand bhat,1
madhura s,madhura sen,1
shwetha s rao,suchetha s rao,1
abhishek k phadke,abhishek padke,1
erel anil isidore diaz,erel a i diaz,1
keshava prasad h v,keshav prasad,1
vivian roshan d almeida,vivian r d almedia,1
abith b shetty,b a shetty,1
gayathri renganathan,gayathri ranganathan,1
r manjunatha,manjunath rai,1
rahul s nayak,s r nayak,1
prashanth r,prashanth kumar rai,1
s chandrashekar,chandrashekar sorake,1
nandakumar b m,meera nandakumar,1
sharat balemane,sharath balamane,1
pooja rao g,p g rao,1
devaraja k,deveraja k,1
pallavi h,pallavi hegde,1
satish rai p,sathish pai,1
vinayak n anchan,vinayaka anchan,1
vikas r shetty,vijesh r shetty,1
ganesh c a,ganesh achar,1
nagabhushan k n,nagabhushan karanth,1
adheep b amberker,adeep amberkar,1
basavaraja c,a c basavaraj,1
dhananjaya b d,dhananjaya babu,1
shakunthala r,shakunthala v rao,1
raviendranath s,sumana ravindranath,1
nelivigi anil shivaraj,anil s nelivigi,1
abhijith l m,l m abijith,1
k s mamatha,mamatha s kusagur,1
prasannakumar s,prasannakumar shetty,1
suman gupta,sujan s gupta,1
purthvi b c,b c pruthvi,1
komal sanjay jog,komala sanjay,1
chandrakanth k s,s chandrakanth,1
vijay mahantesh sunkad,s vijay mahantesh,1
anil kumar u r,u r anil,1
parmeswara y r,y r parameshwara,1
rekha b patil,r b patil,1
udayakumar s,udayakumar shetty,1
shivayogi m,shivayogi mandakki,1
muralidhara s k,murulidhar k s,1
snehalatha b s,betsy snehalatha,1
chinmayae m s,chinmaye m,1
vijay kumar r,viajay kumar rao,1
harish t,harish tholar,1
devaraja g n,g h n devaraj,1
suresh kumar shetty b,suresh shetty,1
sweta r prabhu,shweta prabhu,1
mahesh patel s,mahesh s patil,1
sneha b patil,b s patil,1
mohan k m,k m mohsin,1
kalasuramath m v,m v kolsurmath,1
mahantesh y d,mahantesh yalli,1
prashandt k prabhu,prashant prabhu,1
shreya s kulkarni,shreyas kulkarni,1
vishal g nayak,g v nayak,1
kruthi b s,s b kurathi,1
laxman m,laxman mamardi,1
raveendra p gadag,ravindra p gadag,1
ashok v ravankar,ashok revankar,1
shylendra d s,d s shailendra,1
manjunath k,manjunath kaddi,1
marekhanavar shankar nagappa,shankar n marekkanavar,1
srikant k,shrikant kote,1
sumangala v,sumangala vaidya,1
gayatrhi hegde k,gayatri hegde,1
jannu ulhas vinoyak,ulhas v jannu,1
kailash l pai,kailas pai,1
ambar m,m amber,1
giridhar s k,k giridhara,1
hari dattatreya maganti,m hari dattatreya,1
mukkanna kudapali,m kudapali,1
ananth p s,p ananth setty,1
bharathi s k,kalpana s bharathi,1
narayana swamy c,narayan swamy,1
mahendra v k,mahendra v kendra,1
udagatti vithal dundappa,vithal d udagatti,1
parimala v maitri,parimala maiteri,1
nagaraja gowda m,nagaraj gowda,1
sudha c patil,c s patil,1
r girish,girish ronad,1
suchitra u,suchitra uppe,1
vijayashree subhash bashetty,vijayshree s bashetty,1
sanjeev m,sanjeev mulgi,1
shivananda b s,shivanand s boodi,1
satish d n,satish d nmali,1
desai suresh p,p s desai,1
sujay g patil,g s patil,1
balaganur s g,s balaganor,1
malagi gururaj dhirendra,gururaj d malagi,1
talwar maruti basappa,maruti b talwar,1
halagekar milind anantrao,milind a halgekar,1
ramanand b s,s b ranade,1
bhandurge anad krishna,anand k bhandurge,1
chaitanya p khemalapure,cheitanya khemalapure,1
patil iragouda malgouda,iragouda m patil,1
pooja m,pooja modi,1
mrutyunjaya chidanand naragond,mrutyunjaya c nargond,1
k pramod,pramod kattie,1
n sachin,sachin nikam,1
swetha s,sweetha s,1
ravi kumar a s,s a ravi,1
bhargavi p,p bhargava,1
karigalan k,karikalan k,1
ram mohan,r mohan,1
narmadha j,narmada,1
subhashree r,subhashree rout,1
raja n,raja nag,1
chitra b,chytra b,1
gayathri b r,gayathri babu k r,1
pal akhiles,akhilesh paul,1
bhattacharjee soham,s bhattacharjee,1
sharma vijay kumar,v sharma,1
ray sujay,sujay roy,1
mondal avik,a k mondal,1
paul joydip,joydip pal,1
bardhan ray prasanjit,prosenjit bardhan ray,1
sarkar shatanik,satanik sarkar,1
chowdhury soma,s chowdhury,1
pandit alak,a pandit,1
sen ansu,angsu sen,1
bera shyamal,shamal bera,1
maity chhabi,chabi maity,1
mondal asish,asish kumar mondal,1
barman riddhideb,riddhideb burman,1
nag choudhury,n choudhury,1
mandal kalyanbrata,kalyanbrata mondal,1
chakraborty keya,k chakraborty,1
saha satyajit,satyajit sahu,1
haldar rina,r haldar,1
kar rana,k rana,1
saha soumya,saumya saha,1
dasgupta kamala,m k dasgupta,1
poddar sujay,s poddar,1
dhara sumit,s dhara,1
maity suman,s maity,1
banerjee soma,s banerjee,1
aboo ahmed,a ahmed,1
kolay arnab,arnab koley,1
das barnali,barnala das,1
chatterjee seba,s chatterjee,1
pramanik soma,s pramanik,1
mukherjee disha,d mukherjee,1
ghoshal bhaswati,bhaswati ghosal,1
choudhury sayak,s choudhury,1
ray dhrubajyoti,dhrubajyoti roy,1
gupta arun,a gupta,1
mondal soma,s mondal,1
bagchi nips,n bagchi,1
pandey hemendra,hemandra pandey,1
nandi kausik,kaushik nandy,1
loharuka shankar,shankar laharuka,1
manzoor ahmad,manjoor ahmed,1
mandal saroj,saroj mondal,1
patra alok,alok patro,1
murmu rila,r murmu,1
roy rana rathar,rana rathore roy,1
chakraborty rama,r chakraborty,1
das pinaki,pinki das,1
de sumeet kumar,sumeet de,1
ghatak souvik,sauvik ghatak,1
ray tapadar sumit,sumit roy topadar,1
mukherjee subhashis,subhashis mukharjee,1
dutta soma,s dutta,1
shaw sunil,sunil saw,1
choudhury swagata,swagata chowdhury,1
chakraborti swati,swati chakraborty,1
bose tanoy,tanay bose,1
senapati tuhin,t senapati,1
de utpal,utpal dey,1
ghosh atri,a ghosh,1
ghosh abha,a b ghosh,1
neogi arpita,a neogi,1
sarkar ayan,a n sarkar,1
mondal ayan,a mondal,1
bandyopadhyay ashok kumar,ashok bandyopadhya,1
datta bibekananda,bibekananda dutta,1
dasgupta udayam,udayan dasgupta,1
roychowdhury debanjan,d roychowdhury,1
banerjee dipankar,dipanker banerjee,1
pal chowdhury suman,s pal chowdhury,1
karmakar sanjib,sanjib karmokar,1
das mahapatra pritha,d p mahapatra,1
mukherjee monoj,monoj mukherje,1
chakravarty ujjal kumar,ujjal k chakravarty,1
ghosh aniruddha,anirudhha ghosh,1
mandal arka,a k mandal,1
mondal arup kr,a k mondal,1
bhawal saikat,s bhawal,1
jena bibhuti bhusan,bibhuti bhushan,1
biswas soma,s biswas,1
konar debasis,d konar,1
pradhan doyel,d pradhan,1
hasnen golam,gulam haseen,1
jaiswal sneha,s jaiswal,1
mitra joy,j mitra,1
mandal raju,raju mondal,1
chowdhury puja,p chowdhry,1
mandal piyasi,piyasi mondal,1
samanta asok,a k samanta,1
banerjee samir,samar banerjee,1
mondal suvra,s mondal,1
mondal soumen,somen mondal,1
pal sumita,soumita pal,1
bhattacharya tunisha,tanisha bhattacharya,1
datta amitabha,amitabha dutta,1
firoz alam,feroz alam,1
sarkar glory,g l sarkar,1
chakraborty jayanta,jayanti chakroborty,1
bagchi jayadip,jaydip bagchi,1
ray jitabrata,jitabrata roy,1
ray jagaddhatri,jagadhatri roy,1
kapoor manish,m kapoor,1
datta k,k dutta,1
chatterjee partha,partho chatterjee,1
kundu prithwish,prithwis kundu,1
bhattacharjee puspa,p s bhattacharjee,1
chowdhary ranbir,ranabir chowdhury,1
biswas sumi,s biswas,1
roy subhadip,shubhadip roy,1
mazumdar soumi,s mazumdar,1
mallick suman,s mallick,1
das suchandro,suchandra das,1
chakrabarti sujit,sujita chakrabarty,1
paul sushil,sushil pal,1
chowdhury arka,a chowdhury,1
goswami anup kumar,a goswami,1
mukherjee ajoy kumar,a mukherjee,1
chakraborty alok kumar,a chakraborty,1
chowdhury amal,a chowdhury,1
chowdhury amit,a chowdhury,1
aaditya s,s k aditya,1
das amal,amal kumar das,1
chowdhury ajoy,a chowdhury,1
hazra amit,a hazra,1
pal arbindo,arobindo paul,1
chatterjee ayan,a chatterjee,1
mahapatra arya,a s mahapatra,1
malhotra anil,a malhotra,1
chatterjee arka,a chatterjee,1
mukherjee alok,a k mukherjee,1
paul avijit,avijit pal,1
banerjee provas,p s banerjee,1
barh soumen,soumen bar,1
barua sujoy,s barua,1
datta basudeb,basudeb dutta,1
bhattacharya deep,d bhattacharya,1
bhattacharjee suren,s bhattacharjee,1
tiwari sneha,s tiwari,1
mitra biman,biman moitra,1
mandal biswanath,biswanath mondal,1
ghosh bani,b ghosh,1
chakraborty sudarshan,sudharshan chakraborty,1
chakraborty soma,s k chakraborty,1
ghosh chhaya,c ghosh,1
chhetri ajit,a chhetri,1
chowdhuri arghya,arghya chowdhury,1
roy choudhury debasis,debashis choudhury,1
goswami deep,d goswami,1
kundu dipa,d kundu,1
dasgupta bina,b dasgupta,1
das jaydip,joydip das,1
choudhury amlan,amlan chowdhury,1
banerjee dola,d banerjee,1
ray dipak,dipak roy,1
banerje dipankar,dipankar banerjee,1
bhowmick debraj,d j bhowmick,1
das gautam,goutam das,1
harlalka shanwer,shanwar haralalka,1
chakraborty soumi,soumi chakroborty,1
dessa dorothy,dorothi dessa,1
bhattacharya arka,a bhattacharya,1
dutta anuj,a dutta,1
ghosh ayan,a ghosh,1
ghosh basu s k,b k ghosh,1
ray biman,biman roy,1
das mitra,d mitra,1
mandal debjyoti,debojyoti mondal,1
dutta arun,a dutta,1
mondal sohom,s mondal,1
gupta pawan kumar,p gupta,1
mitra rusa,s r mitra,1
murmu susil,s murmu,1
masani soumitra,saumitra mashani,1
bhattacharya shuva,shuvo bhattacharya,1
das sanjay,sanjoy das,1
patil sneha,s patil,1
sinha roy sayan,s sinha roy,1
thakur samir kumar,s thakur,1
banerjee rima,r banerjee,1
biswas arunava,arunavo biswas,1
mukherjee avik,a k mukherjee,1
saha avik,a k saha,1
alam parvez,pervez alam,1
mondal amar,amar mondol,1
roy amita,amit roy,1
chatterjee asish,ashish chattarjee,1
bhattacharya dipro,d bhattacharya,1
bhowmick sohan,s bhowmick,1
chowdhury priya,p chowdhury,1
biswas dipan,d n biswas,1
ghosh anil kumar,a ghosh,1
imdadul haque,indadul haque,1
rahaman jiaur,j rahaman,1
jay prakash,m jaya prakash,1
mondal jaydeep,joydeep mondol,1
pal jyitishka,jyotishka paul,1
mini kumari,minu kumari,1
hossain mainul,moinul hossain,1
hussain md malid,m hussain,1
niyogi mrityunjay,mrityunjoy niogi,1
mukherjee tapas kumar,t k mukherjee,1
md nur islam,n islam,1
mukherjee rik,r mukkherjee,1
agarwal kriti,r k agarwal,1
mukherjee purba,r p mukherjee,1
acharya suchi,s acharya,1
shah asha,s a shah,1
sinha sharmistha,sarmistha sinha,1
khan samim,s shamim khan,1
jha sankar nath,shankar nath jha,1
adhikari soma,soma adhikary,1
mukherjee somenath,somnath mukerjee,1
nandy sumit,s nandy,1
chakraborty tuhin,t chakraborty,1
majumdar pratip,t p majumdar,1
das sengupta,d sengupta,1
de dibyajyoti,divyajyoti dey,1
datta indranil,indranil dutta,1
nayak gautam kumar,g nayak,1
ghosh pala,p ghosh,1
gupta sumit kumar,s gupta,1
hajra tapan,tapan hazra,1
hazra anup kumar,a hazra,1
manna jitsen,j manna,1
deb saugata,sougata deb,1
ganguly dipti,d ganguly,1
karmakar uma,u karmakar,1
sur kaushik,koushik sur,1
lahiri sumana,suman laheri,1
mitra koel,l k mitra,1
maity subha,s maity,1
maiti subrata,subrata maity,1
majumdar seba,s majumdar,1
khan maroof a,m a khan,1
mallick sohag,sohag malick,1
mishra punam,p mishra,1
mukhopadhyay,m k mukhopadhay,1
mondal ayon,a mondal,1
mandal himangshu,himangsu mondal,1
mukherjee sagar,s mukherjee,1
mukherjee nisha,n d mukherjee,1
nandi soma,s nandi,1
nandy arindam,arindam nandi,1
neogi monalisa,m neogi,1
biswas kunal,n k biswas,1
sikdar priya,p sikdar,1
de pampa,pampa dey,1
roy chowdhury pratik,p roy chowdhury,1
bhattacharyya pradip kumar,pradip bhattacharya,1
thakur pulak,p thakur,1
debbarma puspita,pushpita debbarma,1
hembrom rabi,r hembrom,1
ray pradip,pradip rai,1
ray arindam,arindam roy,1
das rinki,rinku das,1
singh rita,ritu sing,1
roy manojit,monojit roy,1
roy sudipta,sudipto roy,1
mondal suraj,s mondal,1
chatterjee sreya,s chatterjee,1
parua samit,s parua,1
pandit souvik,s pandit,1
dutta suman,s dutta,1
patra sharmila,sarmila patra,1
patra suvam,s patra,1
md akhtar shoaib,shoib akhtar,1
bhattacharya soma,s bhattacharya,1
ghosh sali kumar,s ghosh,1
mondal sudip,s mondal,1
moktan sabita,s moktan,1
mandal subhas chandra,subhas chandra mondal,1
ghatak sayak,s ghatak,1
mukherjee sujay,sujoy mukherjee,1
chatterjee sipra,s chatterjee,1
mandal shyamali,shyamal mondal,1
wangdi tshering,t wangdi,1
chakraborty tapan,tapan chakroborty,1
ganguly tusti,tusty gunguly,1
ghosh urbi,u ghosh,1
datta uttam,uttam dutta,1
wasif reza,wasif raza,1
choudhury avijit,avijit chowdhury,1
ray abhijit,abhijit roy,1
kundu atanu,atunu kundu,1
basu roy shilpa,s basu roy,1
biswas nipa,n biswas,1
dutt alakananda,alokananda dutta,1
mandal baishakhi,baishakhi mondal,1
cheklanabis partha,partha chaklanabis,1
basak dilip kumar,d basak,1
singh girish kumar,girish s,1
halder manomit,monomit halder,1
agarwal ria,r agarwal,1
de susnata,susnato de,1
md golam murshed,golam morshed,1
dutta priya,p dutta,1
gyanesh prakhar,prakahar ghyanesh,1
banerjee prosenjit,prasenjit banerjee,1
sinha puja,p sinha,1
sengupta reba,r sengupta,1
kar surajit,surojit kar,1
chakraborty samar,samir chakraborty,1
sarkar soumyadeep,soumyadeep sarker,1
chakravorty subhankar,shubhankar chakravorty,1
acharya k sakka,s k acharya,1
mitra bani kumar,b mitra,1
yolmo deeke,dekke yolmo,1
sengupta dola,d sengupta,1
biswas sugata,sougata biswas,1
bhattacharya pompi,p bhattacharya,1
ganguli ritwik,rittik ganguly,1
chowdhury sayan,s chowdhury,1
sarma manoj,manoj sharma,1
biswas sima,s biswas,1
singh binod kumar,b singh,1
kalsar pradip kumar,p kalsar,1
mukherjee riya,r mukherjee,1
majumder suma,s majumder,1
kundu sneha,s kundu,1
ray swagata,swagata roy,1
firoz ahmed,feroz ahmed,1
sanyal keya,k sanyal,1
kumar atanu,kumar atunu,1
nayek suma,s nayek,1
burman sohini,s burman,1
chowdhury sanjukta,sanjukta choudhury,1
halder soma,s halder,1
kundu suman,s kundu,1
kumar swati,swati,1
chatterjee somnath,somnath chetterjee,1
dattagupta saumen,soumen duttagupta,1
mitra soma,s mitra,1
paul shubhra,subhra paul,1
chakraborty sujoy,sujay chakraborty,1
bhattacharya asok kumar,a bhattacharya,1
chakraborty arup,a chakraborty,1
sarkar ankit,a k sarkar,1
ray asok,asoke ray,1
ghosh biswjit,biswajit ghose,1
basak subhas chandra,subhas chandra biswas,1
pramanik dipak kumar,d pramanik,1
roy sudev,sudeb roy,1
dey rajib,rajiv de,1
ghose aniruddha,aniruddha ghosh,1
sahu arnab,arnab saha,1
hazra amrit,a hazra,1
chowdhury nabin,n chowdhury,1
mandal sujata,sujata mondal,1
chatterjee kushal,s k chatterjee,1
karmakar ajit,a karmakar,1
roy ashok,asok roy,1
mitra srabani,sraboni mitro,1
banerjee prasun,p s banerjee,1
mamtaz sanghamita,mumtaz sanghmita,1
naskar sourav,sourav nasker,1
dutta tanmoy,tanmoy datta,1
ghose sushil,s ghose,1
de kakoli,kakuli dey,1
ghosh mini,m ghosh,1
chatterjee mou,m chatterjee,1
mandal biswajit,biswajit mondal,1
goswami sumit,s goswami,1
chatterjee mainak,moinak chatterjee,1
mandal manas mukul,mamas mukul mondal,1
mandal sarbeswar,sarbeswar mondal,1
mahapatra sugata,s mahapatra,1
md obaidur rahaman,obidur rahaman,1
pramanik rajes,s r pramanik,1
pal prasanjit,prasenjit paul,1
ray putul,putul roy,1
sarkar ruchirende,ruchirendu sarker,1
saha rama,ram saha,1
mitra sila,s mitra,1
sahan nawaz,s nawaz,1
dutta sayak,s dutta,1
seraj ahmed,siraj ahmed,1
ahamed sabbir,sabir ahmed,1
mahato somnath,somnath mahata,1
ghosh seba,s ghosh,1
mandal subhankar,subhankar mondal,1
datta subhasish,subhasis dutta,1
kar subrata,subrato kar,1
rashmi supriya,supriya reshmi,1
ray tirthia,tirtha roy,1
datta tuhin,tuhin dutta,1
verma ritu,r verma,1
rajendra k,rajendra khadke,1
biswas gita,biswas g,1
srikant,k srikanth,1
basu subhash chandra,k n subhash chandra bose,1
k viswanath,vishwanath,1
venkataraman krishnan,k venkataraman,1
mukherjee samir,samir mukherje,1
datta soumyajit,soumyajit dutta,1
mandal basab,basab mondal,1
ghosh sujay,sujoy ghosh,1
dasbiswas arup,a k dasbiswas,1
chowdhury amita,amit choudhury,1
mandal arnab,arnab mondal,1
sikder bartika,bartika sikdar,1
saha chhandos,chandos saha,1
chatterjee garga,g chatterjee,1
basu mallik punyabrata,punyabrata basu moulik,1
choudhury rupam,r choudhury,1
asik rahaman,a rahaman,1
datta arnab,arnab dutta,1
agarwal bhanu,b agarwal,1
thackur g k,k thakur,1
saha santwana,santana saha das,1
pal susil,sushil paul,1
dutt debashis,debashis dutta,1
sen amit,amit kumar sen,1
paul gouri,gour pal,1
prasad sanjay kumar,sanjay k prasad,1
sharma monoj,manoj kr sharma,1
mandal bimal kumar,bimal kumar mondal,1
chowdhury siladitya,shiladitya choudhury,1
